prompt,lang,expected_way,way_id,model,score
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,meta/knowledge/authoring/pii-free,multi,0.1572
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/security/secrets,multi,0.1566
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/code/supplychain/depscan/node,multi,0.1446
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/docs/api,multi,0.1045
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,workstation/shell,multi,0.0825
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,workstation/shell/shellrc,multi,0.0638
"necesito escribir pruebas unitarias",es,softwaredev/code/testing,softwaredev/environment/ssh,multi,0.0501
"what is the weather today",en,,ea/briefing,en,0.3138
"what is the weather today",en,,softwaredev/delivery/release,en,0.1176
"what is the weather today",en,,softwaredev/delivery/patches,en,0.1175
"what is the weather today",en,,ea/email/drafting,en,0.1096
"what is the weather today",en,,-home-aaron-Projects-ai-mcp-salesforce-cloud/release,en,0.1022
"what is the weather today",en,,ea/email,en,0.0885
"what is the weather today",en,,-home-aaron-Projects-ai-mcp-google-workspace-mcp/factory,en,0.0881
"what is the weather today",en,,ea/tasks/time,en,0.0748
"what is the weather today",en,,softwaredev/docs/docstrings,en,0.0713
"what is the weather today",en,,workstation/shell/prompt,en,0.0710
"what is the weather today",en,,softwaredev/environment/config,en,0.0666
"what is the weather today",en,,-home-aaron-Projects-app-github-manager/ops/analysis,en,0.0591
"what is the weather today",en,,-home-aaron-Projects-praecipio-platform-ops/ops/analysis,en,0.0591
"what is the weather today",en,,-home-aaron-Projects-app-markdown-mixed-media/build,en,0.0528
"what is the weather today",en,,-home-aaron-Projects-ai-knowledge-graph-system/kg/operator,en,0.0493
"what is the weather today",en,,softwaredev/visualization/charts,en,0.0442
"what is the weather today",en,,softwaredev/environment,en,0.0435
"what is the weather today",en,,-home-aaron-Projects-praecipio-ets-global/audit/prove-then-generalize,en,0.0426
"what is the weather today",en,,meta/tracking,en,0.0390
"what is the weather today",en,,ea,en,0.0367
"what is the weather today",en,,workstation/shell,en,0.0341
"what is the weather today",en,,-home-aaron-Projects-praecipio-platform-ops/ops/safety,en,0.0328
"what is the weather today",en,,-home-aaron-Projects-app-github-manager/ops/safety,en,0.0328
"what is the weather today",en,,-home-aaron-Projects-ai-knowledge-graph-system/kg/cli,en,0.0293
"what is the weather today",en,,softwaredev/code/supplychain/depscan/node/lockfile,en,0.0289
"what is the weather today",en,,-home-aaron-Projects-app-markdown-mixed-media/release,en,0.0287
"what is the weather today",en,,-home-aaron-Projects-ai-mcp-google-workspace-mcp/api-design/full-coverage,en,0.0280
"what is the weather today",en,,ea/calendar,en,0.0280
"what is the weather today",en,,itops/incident,en,0.0273
"what is the weather today",en,,meta/trust,en,0.0263
"what is the weather today",en,,softwaredev/docs/api,en,0.0252
"what is the weather today",en,,softwaredev/code/security,en,0.0244
"what is the weather today",en,,softwaredev/delivery,en,0.0240
"what is the weather today",en,,-home-aaron-Projects-ai-knowledge-graph-system/kg/web,en,0.0238
"what is the weather today",en,,meta/knowledge,en,0.0231
"what is the weather today",en,,-home-aaron-Projects-ai-mcp-google-workspace-mcp/api-design/dual-modes,en,0.0222
"what is the weather today",en,,-home-aaron-Projects-app-github-manager/ops/troubleshooting,en,0.0215
"what is the weather today",en,,-home-aaron-Projects-praecipio-platform-ops/ops/troubleshooting,en,0.0215
"what is the weather today",en,,softwaredev/code/supplychain/sourceaudit,en,0.0208
"what is the weather today",en,,-home-aaron-Projects-ai-knowledge-graph-system/kg/devmode,en,0.0182
"what is the weather today",en,,-home-aaron-Projects-ai-knowledge-graph-system/kg/make,en,0.0174
"what is the weather today",en,,-home-aaron-Projects-app-obsidian-mcp-plugin/delivery/release,en,0.0171
"what is the weather today",en,,-home-aaron-Projects-ai-mcp-google-workspace-mcp/api-design/late-binding,en,0.0169
"what is the weather today",en,,ea/tasks,en,0.0148
"what is the weather today",en,,ea/comms,en,0.0136
"what is the weather today",en,,softwaredev/code/supplychain/depscan/rust,en,0.0133
"what is the weather today",en,,softwaredev/docs/mermaid,en,0.0123
"what is the weather today",en,,meta/trust/delegation,en,0.0113
"what is the weather today",en,,softwaredev/environment/deps,en,0.0112
"what is the weather today",en,,softwaredev/code/supplychain/depscan/node,en,0.0096
"what is the weather today",en,,softwaredev/docs,en,0.0092
"what is the weather today",en,,softwaredev/code,en,0.0090
"what is the weather today",en,,softwaredev/code/supplychain/depscan/go,en,0.0067
"what is the weather today",en,,meta/project-health,en,0.0055
"what is the weather today",en,,softwaredev/code/supplychain/depscan,en,0.0009
"what is the weather today",en,,ea/briefing,multi,0.4646
"what is the weather today",en,,ea/calendar,multi,0.2964
"what is the weather today",en,,ea,multi,0.2626
"what is the weather today",en,,ea/tasks/time,multi,0.2212
"what is the weather today",en,,itops/incident,multi,0.2197
"what is the weather today",en,,softwaredev/environment/config,multi,0.2020
"what is the weather today",en,,ea/intelligence,multi,0.1918
"what is the weather today",en,,ea/tasks,multi,0.1743
"what is the weather today",en,,softwaredev/visualization/charts,multi,0.1605
"what is the weather today",en,,softwaredev/environment,multi,0.1528
"what is the weather today",en,,meta/project-health,multi,0.1451
"what is the weather today",en,,softwaredev/architecture/adr-context,multi,0.1372
"what is the weather today",en,,softwaredev/delivery/release,multi,0.1364
"what is the weather today",en,,softwaredev/delivery,multi,0.1346
"what is the weather today",en,,softwaredev/delivery/migrations,multi,0.1162
"what is the weather today",en,,softwaredev/docs,multi,0.1140
"what is the weather today",en,,softwaredev/architecture/design,multi,0.1095
"what is the weather today",en,,ea/email/drafting,multi,0.1076
"what is the weather today",en,,workstation/shell,multi,0.1057
"what is the weather today",en,,meta/tracking,multi,0.1048
"what is the weather today",en,,softwaredev/delivery/implement,multi,0.1047
"what is the weather today",en,,meta/knowledge,multi,0.1027
"what is the weather today",en,,ea/email,multi,0.1016
"what is the weather today",en,,softwaredev/docs/readme,multi,0.0966
"what is the weather today",en,,softwaredev/code/supplychain/historysever,multi,0.0946
"what is the weather today",en,,softwaredev/environment/debugging,multi,0.0882
"what is the weather today",en,,softwaredev/delivery/patches,multi,0.0879
"what is the weather today",en,,softwaredev/docs/docstrings,multi,0.0877
"what is the weather today",en,,softwaredev/environment/deps,multi,0.0861
"what is the weather today",en,,ea/comms/recap,multi,0.0827
"what is the weather today",en,,meta/knowledge/optimization/tuning,multi,0.0807
"what is the weather today",en,,softwaredev/architecture/adr,multi,0.0781
"what is the weather today",en,,softwaredev/delivery/commits,multi,0.0737
"what is the weather today",en,,softwaredev/code/supplychain/depscan,multi,0.0735
"what is the weather today",en,,itops/runbooks,multi,0.0724
"what is the weather today",en,,writing,multi,0.0638
"what is the weather today",en,,workstation/shell/tools,multi,0.0611
"what is the weather today",en,,workstation/shell/prompt,multi,0.0592
"what is the weather today",en,,ea/comms,multi,0.0590
"what is the weather today",en,,softwaredev/architecture/adr/migration,multi,0.0588
"what is the weather today",en,,softwaredev/docs/mermaid,multi,0.0570
"what is the weather today",en,,softwaredev/environment/makefile,multi,0.0563
"what is the weather today",en,,softwaredev/docs/api,multi,0.0546
"what is the weather today",en,,softwaredev/docs/standards,multi,0.0529
"what is the weather today",en,,softwaredev/delivery/branching,multi,0.0523
"what is the weather today",en,,softwaredev/code/performance,multi,0.0522
"what is the weather today",en,,meta/introspection,multi,0.0497
"what is the weather today",en,,meta/think,multi,0.0491
"what is the weather today",en,,softwaredev/code/testing/tdd,multi,0.0488
"what is the weather today",en,,softwaredev/architecture/threat-modeling,multi,0.0467
"what is the weather today",en,,softwaredev/visualization,multi,0.0465
"what is the weather today",en,,softwaredev/delivery/github,multi,0.0464
"what is the weather today",en,,softwaredev/code/testing,multi,0.0403
"what is the weather today",en,,meta/trust/voice,multi,0.0390
"what is the weather today",en,,itops/policy,multi,0.0380
"what is the weather today",en,,softwaredev/code/testing/mocking,multi,0.0356
"what is the weather today",en,,softwaredev/architecture,multi,0.0343
"what is the weather today",en,,workstation/shell/shellrc,multi,0.0330
"what is the weather today",en,,meta/subagents,multi,0.0318
"what is the weather today",en,,softwaredev/code/supplychain/repoaudit,multi,0.0305
"what is the weather today",en,,meta/knowledge/authoring/tool-agnostic,multi,0.0228
"what is the weather today",en,,softwaredev/code,multi,0.0227
"what is the weather today",en,,softwaredev/code/supplychain/depscan/go,multi,0.0176
"what is the weather today",en,,softwaredev/code/supplychain/automation,multi,0.0173
"what is the weather today",en,,research,multi,0.0171
"what is the weather today",en,,workstation/shell/gitconfig,multi,0.0127
"what is the weather today",en,,meta/knowledge/optimization,multi,0.0118
"what is the weather today",en,,softwaredev/code/security/injection,multi,0.0077
"what is the weather today",en,,softwaredev/code/quality,multi,0.0011
"tell me a joke",en,,-home-aaron-Projects-ai-knowledge-graph-system/kg/database,en,0.1143
"tell me a joke",en,,-home-aaron-Projects-ai-knowledge-graph-system/kg/graph-accel,en,0.1094
"tell me a joke",en,,softwaredev/code/testing/mocking,en,0.1019
"tell me a joke",en,,ea/comms,en,0.0950
"tell me a joke",en,,softwaredev/delivery/commits,en,0.0932
"tell me a joke",en,,meta/skills,en,0.0896
"tell me a joke",en,,softwaredev/delivery/release,en,0.0883
"tell me a joke",en,,-home-aaron-Projects-praecipio-platform-ops/dev/api-gotchas,en,0.0880
"tell me a joke",en,,-home-aaron-Projects-app-github-manager/dev/api-gotchas,en,0.0880
"tell me a joke",en,,softwaredev/code/supplychain/historysever,en,0.0875
"tell me a joke",en,,softwaredev/environment/debugging,en,0.0871
"tell me a joke",en,,softwaredev/docs/docstrings,en,0.0831
"tell me a joke",en,,ea/briefing,en,0.0759
"tell me a joke",en,,softwaredev/code/supplychain/repoaudit,en,0.0731
"tell me a joke",en,,-home-aaron-Projects-ai-knowledge-graph-system/kg/adr,en,0.0725
"tell me a joke",en,,meta/knowledge/optimization/tuning,en,0.0712
"tell me a joke",en,,-home-aaron-Projects-ai-knowledge-graph-system/kg/schema,en,0.0701
"tell me a joke",en,,softwaredev/code,en,0.0683
"tell me a joke",en,,writing,en,0.0671
"tell me a joke",en,,-home-aaron-Projects-praecipio-platform-ops/ops/safety,en,0.0663
"tell me a joke",en,,-home-aaron-Projects-app-github-manager/ops/safety,en,0.0663
"tell me a joke",en,,softwaredev/visualization/diagrams,en,0.0631
"tell me a joke",en,,softwaredev/delivery/migrations,en,0.0614
"tell me a joke",en,,softwaredev/docs/mermaid,en,0.0598
"tell me a joke",en,,-home-aaron-Projects-ai-knowledge-graph-system/kg/api,en,0.0586
"tell me a joke",en,,-home-aaron-Projects-ai-mcp-google-workspace-mcp/api-design/late-binding,en,0.0559
"tell me a joke",en,,meta/knowledge,en,0.0524
"tell me a joke",en,,-home-aaron-Projects-praecipio-platform-ops/dev/new-verb,en,0.0516
"tell me a joke",en,,-home-aaron-Projects-app-github-manager/dev/new-verb,en,0.0516
"tell me a joke",en,,softwaredev/code/supplychain,en,0.0447
"tell me a joke",en,,-home-aaron-Projects-app-markdown-mixed-media/build,en,0.0431
"tell me a joke",en,,softwaredev/code/supplychain/sourceaudit,en,0.0425
"tell me a joke",en,,-home-aaron-Projects-app-github-manager/ops/user-identity,en,0.0423
"tell me a joke",en,,-home-aaron-Projects-praecipio-platform-ops/ops/user-identity,en,0.0423
"tell me a joke",en,,softwaredev/code/security,en,0.0396
"tell me a joke",en,,softwaredev/code/testing/tdd,en,0.0380
"tell me a joke",en,,ea/calendar,en,0.0377
"tell me a joke",en,,-home-aaron-Projects-app-markdown-mixed-media/release,en,0.0360
"tell me a joke",en,,ea/intelligence,en,0.0346
"tell me a joke",en,,-home-aaron-Projects-praecipio-platform-ops/ops/repo-health,en,0.0317
"tell me a joke",en,,-home-aaron-Projects-app-github-manager/ops/repo-health,en,0.0317
"tell me a joke",en,,workstation/shell/tools,en,0.0303
"tell me a joke",en,,-home-aaron-Projects-ai-mcp-google-workspace-mcp/factory,en,0.0281
"tell me a joke",en,,-home-aaron-Projects-app-markdown-mixed-media/testing,en,0.0271
"tell me a joke",en,,-home-aaron-Projects-app-obsidian-mcp-plugin/delivery/release,en,0.0269
"tell me a joke",en,,softwaredev/architecture/threat-modeling,en,0.0263
"tell me a joke",en,,-home-aaron-Projects-praecipio-ets-global/audit/project-context,en,0.0261
"tell me a joke",en,,softwaredev/docs/standards,en,0.0253
"tell me a joke",en,,-home-aaron-Projects-ai-knowledge-graph-system/kg/testing,en,0.0253
"tell me a joke",en,,softwaredev/code/errors,en,0.0246
"tell me a joke",en,,-home-aaron-Projects-praecipio-ets-global/atlassian/graph-discovery,en,0.0245
"tell me a joke",en,,ea/email/drafting,en,0.0241
"tell me a joke",en,,-home-aaron-Projects-ai-mcp-salesforce-cloud/release,en,0.0241
"tell me a joke",en,,softwaredev/code/supplychain/depscan/rust,en,0.0226
"tell me a joke",en,,-home-aaron-Projects-ai-knowledge-graph-system/kg/make,en,0.0223
"tell me a joke",en,,workstation/shell/prompt,en,0.0217
"tell me a joke",en,,meta/think,en,0.0211
"tell me a joke",en,,softwaredev/code/supplychain/depscan/node/lockfile,en,0.0209
"tell me a joke",en,,meta/subagents,en,0.0185
"tell me a joke",en,,-home-aaron-Projects-ai-mcp-google-workspace-mcp/api-design/tool-surface,en,0.0179
"tell me a joke",en,,meta/trust/delegation,en,0.0162
"tell me a joke",en,,softwaredev/code/supplychain/automation,en,0.0161
"tell me a joke",en,,softwaredev/delivery,en,0.0140
"tell me a joke",en,,softwaredev/code/performance,en,0.0135
"tell me a joke",en,,-home-aaron-Projects-ai-knowledge-graph-system/kg/operator,en,0.0134
"tell me a joke",en,,meta/knowledge/optimization,en,0.0128
"tell me a joke",en,,ea/comms/recap,en,0.0126
"tell me a joke",en,,softwaredev/visualization,en,0.0115
"tell me a joke",en,,meta/project-health,en,0.0100
"tell me a joke",en,,softwaredev/code/security/injection,en,0.0099
"tell me a joke",en,,-home-aaron-Projects-ai-mcp-salesforce-cloud/salesforce,en,0.0094
"tell me a joke",en,,-home-aaron-Projects-ai-knowledge-graph-system/kg/cli,en,0.0093
"tell me a joke",en,,-home-aaron-Projects-app-github-manager/ops/lifecycle,en,0.0091
"tell me a joke",en,,-home-aaron-Projects-praecipio-platform-ops/ops/lifecycle,en,0.0091
"tell me a joke",en,,softwaredev/architecture/design,en,0.0089
